"","lon","lat","lon.ind","lat.ind","ind","elev","airpr","year","abs","variable","value","absorp","fitcomp"
"2197",-108.6875,38.5625,3,13,649,2323,76.3584296599602,"1999",6,"fec",4.50160566205122,"wing absorptivity= 0.65","flight activity time (hr)"
"2198",-108.5625,38.5625,4,13,650,2635,73.4243980687973,"1999",6,"fec",5.54994602250369,"wing absorptivity= 0.65","flight activity time (hr)"
"2199",-108.4375,38.5625,5,13,651,2438,75.2661321599338,"1999",6,"fec",5.51055387245877,"wing absorptivity= 0.65","flight activity time (hr)"
"2200",-108.3125,38.5625,6,13,652,2231,77.2414786105236,"1999",6,"fec",3.98802264584431,"wing absorptivity= 0.65","flight activity time (hr)"
"2201",-108.1875,38.5625,7,13,653,2028,79.2192178148774,"1999",6,"fec",3.53135939571977,"wing absorptivity= 0.65","flight activity time (hr)"
"2202",-108.0625,38.5625,8,13,654,1767,81.8220750235976,"1999",6,"fec",2.65942580332033,"wing absorptivity= 0.65","flight activity time (hr)"
"2203",-107.9375,38.5625,9,13,655,1719,82.308212816615,"1999",6,"fec",2.80897036262243,"wing absorptivity= 0.65","flight activity time (hr)"
"2204",-107.8125,38.5625,10,13,656,1999,79.5050682293806,"1999",6,"fec",4.88113593127447,"wing absorptivity= 0.65","flight activity time (hr)"
"2206",-107.5625,38.5625,12,13,658,2532,74.3827260926869,"1999",6,"fec",4.94172610195648,"wing absorptivity= 0.65","flight activity time (hr)"
"2207",-107.4375,38.5625,13,13,659,2839,71.5558550528667,"1999",6,"fec",5.18007338838893,"wing absorptivity= 0.65","flight activity time (hr)"
"2208",-107.3125,38.5625,14,13,660,2619,73.5726050110574,"1999",6,"fec",5.24457516163395,"wing absorptivity= 0.65","flight activity time (hr)"
"2209",-107.1875,38.5625,15,13,661,2773,72.1561196994745,"1999",6,"fec",4.84589310493539,"wing absorptivity= 0.65","flight activity time (hr)"
"2210",-107.0625,38.5625,16,13,662,2552,74.1958550814841,"1999",6,"fec",5.35874843808436,"wing absorptivity= 0.65","flight activity time (hr)"
"2211",-106.9375,38.5625,17,13,663,2395,75.673065350464,"1999",6,"fec",5.18729566421455,"wing absorptivity= 0.65","flight activity time (hr)"
"2214",-106.5625,38.5625,20,13,666,2944,70.6092267200289,"1999",6,"fec",4.24817887293812,"wing absorptivity= 0.65","flight activity time (hr)"
"2221",-105.5625,38.5625,28,13,674,2616,73.6004207610623,"1999",6,"fec",5.40582587083312,"wing absorptivity= 0.65","flight activity time (hr)"
"2223",-105.3125,38.5625,30,13,676,2067,78.8361109760018,"1999",6,"fec",5.49755948653759,"wing absorptivity= 0.65","flight activity time (hr)"
"2224",-105.1875,38.5625,31,13,677,1963,79.8610783639112,"1999",6,"fec",5.40595120942399,"wing absorptivity= 0.65","flight activity time (hr)"
"2226",-104.9375,38.5625,33,13,679,1949,79.9998748642428,"1999",6,"fec",4.24208781772808,"wing absorptivity= 0.65","flight activity time (hr)"
"2227",-108.8125,38.4375,2,12,682,1726,82.2371724228313,"1999",6,"fec",2.88733892095137,"wing absorptivity= 0.65","flight activity time (hr)"
"2228",-108.6875,38.4375,3,12,683,1904,80.4473300381986,"1999",6,"fec",3.07064203802726,"wing absorptivity= 0.65","flight activity time (hr)"
"2231",-108.3125,38.4375,6,12,686,2576,73.9721118547539,"1999",6,"fec",5.52032661824902,"wing absorptivity= 0.65","flight activity time (hr)"
"2232",-108.1875,38.4375,7,12,687,2309,76.4922767489444,"1999",6,"fec",4.66903449161146,"wing absorptivity= 0.65","flight activity time (hr)"
"2233",-108.0625,38.4375,8,12,688,1983,79.6631359563,"1999",6,"fec",3.63327527590949,"wing absorptivity= 0.65","flight activity time (hr)"
"2234",-107.9375,38.4375,9,12,689,1846,81.0270371193534,"1999",6,"fec",2.86673164042383,"wing absorptivity= 0.65","flight activity time (hr)"
"2235",-107.8125,38.4375,10,12,690,1908,80.4074743728112,"1999",6,"fec",4.68190329551302,"wing absorptivity= 0.65","flight activity time (hr)"
"2237",-107.5625,38.4375,12,12,692,2509,74.598098711523,"1999",6,"fec",4.86889070882091,"wing absorptivity= 0.65","flight activity time (hr)"
"2242",-106.9375,38.4375,17,12,697,2527,74.4295033419282,"1999",6,"fec",5.01603533288634,"wing absorptivity= 0.65","flight activity time (hr)"
"2245",-106.5625,38.4375,20,12,700,2692,72.8983741783074,"1999",6,"fec",5.14355875454343,"wing absorptivity= 0.65","flight activity time (hr)"
"2247",-106.0625,38.4375,24,12,704,2923,70.797736411889,"1999",6,"fec",5.54100424755702,"wing absorptivity= 0.65","flight activity time (hr)"
"2248",-105.9375,38.4375,25,12,705,2679,73.0180750662124,"1999",6,"fec",5.47804954085716,"wing absorptivity= 0.65","flight activity time (hr)"
"2249",-105.8125,38.4375,26,12,706,2402,75.6066992925353,"1999",6,"fec",5.56894006399107,"wing absorptivity= 0.65","flight activity time (hr)"
"2250",-105.6875,38.4375,27,12,707,2593,73.8139578746352,"1999",6,"fec",5.39356263217932,"wing absorptivity= 0.65","flight activity time (hr)"
"2251",-105.5625,38.4375,28,12,708,2227,77.2800587852597,"1999",6,"fec",4.78596699699787,"wing absorptivity= 0.65","flight activity time (hr)"
"2253",-105.3125,38.4375,30,12,710,1892,80.5669930245435,"1999",6,"fec",3.78389771845745,"wing absorptivity= 0.65","flight activity time (hr)"
"2254",-105.1875,38.4375,31,12,711,1664,82.8681182489267,"1999",6,"fec",3.09276290578415,"wing absorptivity= 0.65","flight activity time (hr)"
"2255",-105.0625,38.4375,32,12,712,1688,82.6234178599914,"1999",6,"fec",4.41731567273518,"wing absorptivity= 0.65","flight activity time (hr)"
"2256",-104.9375,38.4375,33,12,713,1700,82.5012872662527,"1999",6,"fec",2.97624610233441,"wing absorptivity= 0.65","flight activity time (hr)"
"2257",-108.8125,38.3125,2,11,716,1784,81.6504598220052,"1999",6,"fec",2.4259203962762,"wing absorptivity= 0.65","flight activity time (hr)"
"2258",-108.6875,38.3125,3,11,717,1832,81.1674719378293,"1999",6,"fec",2.38733994079609,"wing absorptivity= 0.65","flight activity time (hr)"
"2259",-108.5625,38.3125,4,11,718,1842,81.0671412609752,"1999",6,"fec",2.80174083006459,"wing absorptivity= 0.65","flight activity time (hr)"
"2262",-108.1875,38.3125,7,11,721,2719,72.6502723246395,"1999",6,"fec",5.58737669835499,"wing absorptivity= 0.65","flight activity time (hr)"
"2264",-107.9375,38.3125,9,11,723,2504,74.6449855963409,"1999",6,"fec",5.04219622603057,"wing absorptivity= 0.65","flight activity time (hr)"
"2265",-107.8125,38.3125,10,11,724,2129,78.2301585676646,"1999",6,"fec",5.50773206188903,"wing absorptivity= 0.65","flight activity time (hr)"
"2269",-107.3125,38.3125,14,11,728,2888,71.1128247062066,"1999",6,"fec",4.7817792307881,"wing absorptivity= 0.65","flight activity time (hr)"
"2270",-107.1875,38.3125,15,11,729,2617,73.5911478983956,"1999",6,"fec",5.12134466089408,"wing absorptivity= 0.65","flight activity time (hr)"
"2271",-107.0625,38.3125,16,11,730,2861,71.3566678516332,"1999",6,"fec",4.94287755352608,"wing absorptivity= 0.65","flight activity time (hr)"
"2275",-106.4375,38.3125,21,11,735,3197,68.3699005668055,"1999",6,"fec",4.82592607109327,"wing absorptivity= 0.65","flight activity time (hr)"
"2277",-106.0625,38.3125,24,11,738,2806,71.8554798265767,"1999",6,"fec",5.19647545052685,"wing absorptivity= 0.65","flight activity time (hr)"
"2278",-105.9375,38.3125,25,11,739,2487,74.8045795316927,"1999",6,"fec",4.88792023396994,"wing absorptivity= 0.65","flight activity time (hr)"
"2282",-105.4375,38.3125,29,11,743,2310,76.4827099468159,"1999",6,"fec",5.25793651780888,"wing absorptivity= 0.65","flight activity time (hr)"
"2283",-105.3125,38.3125,30,11,744,2522,74.4763044082894,"1999",6,"fec",4.75641423101532,"wing absorptivity= 0.65","flight activity time (hr)"
"2284",-105.1875,38.3125,31,11,745,2260,76.9622384963931,"1999",6,"fec",3.47177553661644,"wing absorptivity= 0.65","flight activity time (hr)"
"2285",-105.0625,38.3125,32,11,746,1700,82.5012872662527,"1999",6,"fec",2.74537433916972,"wing absorptivity= 0.65","flight activity time (hr)"
"2286",-104.9375,38.3125,33,11,747,1606,83.4619009528808,"1999",6,"fec",2.76778240939233,"wing absorptivity= 0.65","flight activity time (hr)"
"2287",-108.8125,38.1875,2,10,750,1974,79.7521608177241,"1999",6,"fec",2.96039738852078,"wing absorptivity= 0.65","flight activity time (hr)"
"2288",-108.6875,38.1875,3,10,751,1947,80.0197188707407,"1999",6,"fec",2.88979046462455,"wing absorptivity= 0.65","flight activity time (hr)"
"2289",-108.5625,38.1875,4,10,752,1791,81.5798795106265,"1999",6,"fec",2.73821928845891,"wing absorptivity= 0.65","flight activity time (hr)"
"2290",-108.4375,38.1875,5,10,753,1875,80.7367622714457,"1999",6,"fec",3.65604933240864,"wing absorptivity= 0.65","flight activity time (hr)"
"2293",-108.0625,38.1875,8,10,756,2707,72.7604552631168,"1999",6,"fec",5.72322359619268,"wing absorptivity= 0.65","flight activity time (hr)"
"2294",-107.9375,38.1875,9,10,757,2809,71.828199304003,"1999",6,"fec",5.6448510050986,"wing absorptivity= 0.65","flight activity time (hr)"
"2297",-107.5625,38.1875,12,10,760,3032,69.8236959292908,"1999",6,"fec",4.9393906358685,"wing absorptivity= 0.65","flight activity time (hr)"
"2298",-107.3125,38.1875,14,10,762,2835,71.5921192307763,"1999",6,"fec",4.483055242008,"wing absorptivity= 0.65","flight activity time (hr)"
"2299",-107.1875,38.1875,15,10,763,2930,70.7348546240326,"1999",6,"fec",3.93169685933957,"wing absorptivity= 0.65","flight activity time (hr)"
"2300",-107.0625,38.1875,16,10,764,2849,71.4652596788933,"1999",6,"fec",4.9600653262518,"wing absorptivity= 0.65","flight activity time (hr)"
"2302",-106.8125,38.1875,18,10,766,2861,71.3566678516332,"1999",6,"fec",4.72057044301745,"wing absorptivity= 0.65","flight activity time (hr)"
"2303",-106.6875,38.1875,19,10,767,2910,70.9146369638113,"1999",6,"fec",4.88554697182178,"wing absorptivity= 0.65","flight activity time (hr)"
"2304",-106.5625,38.1875,20,10,768,3010,70.0194118886583,"1999",6,"fec",3.8839674784156,"wing absorptivity= 0.65","flight activity time (hr)"
"2305",-106.4375,38.1875,21,10,769,2787,72.0284513679737,"1999",6,"fec",5.4336609797186,"wing absorptivity= 0.65","flight activity time (hr)"
"2308",-106.0625,38.1875,24,10,772,2724,72.6044026609887,"1999",6,"fec",5.63575490381517,"wing absorptivity= 0.65","flight activity time (hr)"
"2310",-105.8125,38.1875,26,10,774,3154,68.7463845726203,"1999",6,"fec",5.24677309073975,"wing absorptivity= 0.65","flight activity time (hr)"
"2315",-105.0625,38.1875,32,10,780,1910,80.387552536742,"1999",6,"fec",3.68860611751323,"wing absorptivity= 0.65","flight activity time (hr)"
"2316",-104.9375,38.1875,33,10,781,1734,82.1560442046321,"1999",6,"fec",2.88466558619686,"wing absorptivity= 0.65","flight activity time (hr)"
"2317",-108.8125,38.0625,2,9,784,1768,81.8119719335137,"1999",6,"fec",2.67964012084734,"wing absorptivity= 0.65","flight activity time (hr)"
"2318",-108.6875,38.0625,3,9,785,1882,80.6668222417482,"1999",6,"fec",2.88364650547053,"wing absorptivity= 0.65","flight activity time (hr)"
"2319",-108.5625,38.0625,4,9,786,2040,79.1011785830489,"1999",6,"fec",3.78720414998385,"wing absorptivity= 0.65","flight activity time (hr)"
"2320",-108.4375,38.0625,5,9,787,2274,76.8277258018089,"1999",6,"fec",4.99251703934972,"wing absorptivity= 0.65","flight activity time (hr)"
"2323",-108.0625,38.0625,8,9,790,2573,74.0000498419134,"1999",6,"fec",5.6830042524771,"wing absorptivity= 0.65","flight activity time (hr)"
"2325",-107.8125,38.0625,10,9,792,3128,68.9748392288921,"1999",6,"fec",4.57934753498512,"wing absorptivity= 0.65","flight activity time (hr)"
"2326",-107.6875,38.0625,11,9,793,2928,70.7528162325147,"1999",6,"fec",4.64660946211037,"wing absorptivity= 0.65","flight activity time (hr)"
"2330",-106.5625,38.0625,20,9,802,2914,70.8786509285721,"1999",6,"fec",4.39840875183408,"wing absorptivity= 0.65","flight activity time (hr)"
"2332",-106.3125,38.0625,22,9,804,2902,70.9866534177665,"1999",6,"fec",5.58702717240087,"wing absorptivity= 0.65","flight activity time (hr)"
"2337",-105.6875,38.0625,27,9,809,2918,70.8426796816237,"1999",6,"fec",4.89123571076619,"wing absorptivity= 0.65","flight activity time (hr)"
"2338",-105.5625,38.0625,28,9,810,3036,69.7881588494768,"1999",6,"fec",4.29964694401697,"wing absorptivity= 0.65","flight activity time (hr)"
"2340",-105.3125,38.0625,30,9,812,2777,72.1196243510655,"1999",6,"fec",5.16906719466093,"wing absorptivity= 0.65","flight activity time (hr)"
"2341",-105.1875,38.0625,31,9,813,3159,68.7025213119301,"1999",6,"fec",4.37127452157219,"wing absorptivity= 0.65","flight activity time (hr)"
"2343",-104.9375,38.0625,33,9,815,2019,79.3078408065327,"1999",6,"fec",2.81831973902134,"wing absorptivity= 0.65","flight activity time (hr)"
"2344",-108.8125,37.9375,2,8,818,1938,80.1090662305254,"1999",6,"fec",2.87381985143791,"wing absorptivity= 0.65","flight activity time (hr)"
"2345",-108.6875,37.9375,3,8,819,1820,81.2880014468491,"1999",6,"fec",2.86597290636509,"wing absorptivity= 0.65","flight activity time (hr)"
"2346",-108.5625,37.9375,4,8,820,2246,77.096941828277,"1999",6,"fec",4.03207909284571,"wing absorptivity= 0.65","flight activity time (hr)"
"2347",-108.4375,37.9375,5,8,821,2432,75.3228069173136,"1999",6,"fec",5.55384832018348,"wing absorptivity= 0.65","flight activity time (hr)"
"2350",-108.0625,37.9375,8,8,824,2788,72.0193392052751,"1999",6,"fec",5.51193117975392,"wing absorptivity= 0.65","flight activity time (hr)"
"2355",-106.0625,37.9375,24,8,840,2310,76.4827099468159,"1999",6,"fec",5.51478656284333,"wing absorptivity= 0.65","flight activity time (hr)"
"2360",-105.3125,37.9375,30,8,846,2718,72.6594490726123,"1999",6,"fec",5.65995222463161,"wing absorptivity= 0.65","flight activity time (hr)"
"2361",-105.1875,37.9375,31,8,847,2855,71.4109470511478,"1999",6,"fec",4.70176598573913,"wing absorptivity= 0.65","flight activity time (hr)"
"2362",-105.0625,37.9375,32,8,848,2918,70.8426796816237,"1999",6,"fec",5.3506035418233,"wing absorptivity= 0.65","flight activity time (hr)"
"2363",-104.9375,37.9375,33,8,849,2247,77.0873138351543,"1999",6,"fec",3.79358863862471,"wing absorptivity= 0.65","flight activity time (hr)"
"2364",-108.8125,37.8125,2,7,852,2251,77.0488115980913,"1999",6,"fec",3.7650498451779,"wing absorptivity= 0.65","flight activity time (hr)"
"2365",-108.6875,37.8125,3,7,853,2480,74.8703749358312,"1999",6,"fec",4.71650703671075,"wing absorptivity= 0.65","flight activity time (hr)"
"2366",-108.5625,37.8125,4,7,854,2329,76.3011247081312,"1999",6,"fec",4.1078396198253,"wing absorptivity= 0.65","flight activity time (hr)"
"2368",-108.3125,37.8125,6,7,856,2722,72.6227477115001,"1999",6,"fec",5.48777220685389,"wing absorptivity= 0.65","flight activity time (hr)"
"2369",-108.1875,37.8125,7,7,857,3085,69.3540169068548,"1999",6,"fec",4.20839423062143,"wing absorptivity= 0.65","flight activity time (hr)"
"2370",-108.0625,37.8125,8,7,858,3181,68.5097921000684,"1999",6,"fec",3.51484768709654,"wing absorptivity= 0.65","flight activity time (hr)"
"2371",-107.1875,37.8125,15,7,865,3114,69.0981076608639,"1999",6,"fec",3.79570289869218,"wing absorptivity= 0.65","flight activity time (hr)"
"2372",-107.0625,37.8125,16,7,866,3187,68.4573056405783,"1999",6,"fec",2.92952563532379,"wing absorptivity= 0.65","flight activity time (hr)"
"2373",-106.9375,37.8125,17,7,867,2928,70.7528162325147,"1999",6,"fec",4.26737977211245,"wing absorptivity= 0.65","flight activity time (hr)"
"2374",-106.8125,37.8125,18,7,868,2998,70.126353130656,"1999",6,"fec",4.4740359257869,"wing absorptivity= 0.65","flight activity time (hr)"
"2376",-106.4375,37.8125,21,7,871,2849,71.4652596788933,"1999",6,"fec",5.1362689789505,"wing absorptivity= 0.65","flight activity time (hr)"
"2379",-106.0625,37.8125,24,7,874,2318,76.4062104031849,"1999",6,"fec",5.48174254134357,"wing absorptivity= 0.65","flight activity time (hr)"
"2383",-105.5625,37.8125,28,7,878,2607,73.6839191082834,"1999",6,"fec",5.70617103346539,"wing absorptivity= 0.65","flight activity time (hr)"
"2384",-105.4375,37.8125,29,7,879,3000,70.1085204119101,"1999",6,"fec",5.63302332897957,"wing absorptivity= 0.65","flight activity time (hr)"
"2387",-105.0625,37.8125,32,7,882,2343,76.167548569569,"1999",6,"fec",5.90865302392077,"wing absorptivity= 0.65","flight activity time (hr)"
"2388",-104.9375,37.8125,33,7,883,2204,77.5021977147721,"1999",6,"fec",4.81073927495419,"wing absorptivity= 0.65","flight activity time (hr)"
"2389",-108.8125,37.6875,2,6,886,2145,78.0743975801825,"1999",6,"fec",3.6737634791304,"wing absorptivity= 0.65","flight activity time (hr)"
"2390",-108.6875,37.6875,3,6,887,2275,76.8181250415342,"1999",6,"fec",4.78765414404251,"wing absorptivity= 0.65","flight activity time (hr)"
"2393",-108.3125,37.6875,6,6,890,2759,72.2839712032806,"1999",6,"fec",5.01719637788083,"wing absorptivity= 0.65","flight activity time (hr)"
"2394",-108.1875,37.6875,7,6,891,2818,71.746408052029,"1999",6,"fec",4.50290748047801,"wing absorptivity= 0.65","flight activity time (hr)"
"2398",-106.6875,37.6875,19,6,903,2802,71.8918669069547,"1999",6,"fec",4.18314830783582,"wing absorptivity= 0.65","flight activity time (hr)"
"2401",-106.3125,37.6875,22,6,906,2388,75.7394785715835,"1999",6,"fec",5.57098540857814,"wing absorptivity= 0.65","flight activity time (hr)"
"2402",-106.1875,37.6875,23,6,907,2358,76.0246414660185,"1999",6,"fec",5.37597310059461,"wing absorptivity= 0.65","flight activity time (hr)"
"2404",-105.9375,37.6875,25,6,909,2314,76.4444524263576,"1999",6,"fec",5.47293012259181,"wing absorptivity= 0.65","flight activity time (hr)"
"2406",-105.6875,37.6875,27,6,911,2300,76.5784215801161,"1999",6,"fec",5.71226115164316,"wing absorptivity= 0.65","flight activity time (hr)"
"2408",-105.4375,37.6875,29,6,913,3044,69.717128626023,"1999",6,"fec",5.40903894689486,"wing absorptivity= 0.65","flight activity time (hr)"
"2411",-105.0625,37.6875,32,6,916,2076,78.7479151141855,"1999",6,"fec",4.9597055378631,"wing absorptivity= 0.65","flight activity time (hr)"
"2412",-104.9375,37.6875,33,6,917,1984,79.6532492742751,"1999",6,"fec",3.68427322213013,"wing absorptivity= 0.65","flight activity time (hr)"
"2413",-108.8125,37.5625,2,5,920,2076,78.7479151141855,"1999",6,"fec",3.45302629851156,"wing absorptivity= 0.65","flight activity time (hr)"
"2414",-108.6875,37.5625,3,5,921,2113,78.386171084045,"1999",6,"fec",3.44529393407939,"wing absorptivity= 0.65","flight activity time (hr)"
"2415",-108.5625,37.5625,4,5,922,2200,77.5408832967517,"1999",6,"fec",4.9504673599178,"wing absorptivity= 0.65","flight activity time (hr)"
"2417",-108.3125,37.5625,6,5,924,2619,73.5726050110574,"1999",6,"fec",5.64661342890402,"wing absorptivity= 0.65","flight activity time (hr)"
"2418",-108.1875,37.5625,7,5,925,2798,71.9282689062264,"1999",6,"fec",4.92611721928656,"wing absorptivity= 0.65","flight activity time (hr)"
"2419",-108.0625,37.5625,8,5,926,3196,68.3786370056157,"1999",6,"fec",4.09616287795592,"wing absorptivity= 0.65","flight activity time (hr)"
